"id","parent_path","name","complete_name","parent_id","create_uid","create_date","write_uid","write_date","removal_strategy_id","category_code","category_level","account_intransit","account_srt_id","property_stock_reval_account_input_categ_id","property_stock_reval_account_output_categ_id","allow_negative_stock"
3967,"1548/3967/",Merchandise Vdr Licensing,Internal Licensing / Merchandise Vdr Licensing,1548,1,2022-12-19 08:19:52.894,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3955,"3955/",Internal Makanan & Kebutuhan,Internal Makanan & Kebutuhan,,1,2022-12-19 08:19:52.894,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4519,"866/1519/4516/4519/",SSD NVMe,Aksesoris Gadget & Komputer / Storage Internal / Solid State Drive / Ssd Internal / SSD NVMe,4516,1,2024-06-12 08:25:29.321,1,2024-06-13 12:59:51.770,,,,,,,,false
4228,"3955/4228/",Dump Makanan & Kebutuhan Harian,Internal Makanan & Kebutuhan / Dump Makanan & Kebutuhan Harian,3955,1,2022-12-19 08:19:57.634,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
9,"8/9/",Admin Fee,Admin Fee / Admin Fee,8,1,2022-06-08 07:32:56.576,1,2024-05-21 15:09:27.336,,,,1350,1755,1346,1603,true
18,"18/",Access Barriers and Crowd Control,Access Barriers and Crowd Control,,2,2022-12-19 08:17:45.224,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3956,"3955/3956/",Merchandise Vdr Makanan & Kebutuhan Harian,Internal Makanan & Kebutuhan / Merchandise Vdr Makanan & Kebutuhan Harian,3955,1,2022-12-19 08:19:52.894,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1051,"1051/",Internal Network and Security System,Internal Network and Security System,,1,2022-12-19 08:18:54.520,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3789,"1051/3789/",Dump Network and Security System,Internal Network and Security System / Dump Network and Security System,1051,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1052,"1051/1052/",Merchandise Vdr Network and Security System,Internal Network and Security System / Merchandise Vdr Network and Security System,1051,1,2022-12-19 08:18:54.520,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2219,"2219/",Internal Peralatan Dapur,Internal Peralatan Dapur,,1,2022-12-19 08:19:13.693,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4144,"2219/4144/",Dump Perlatan Dapur,Internal Peralatan Dapur / Dump Perlatan Dapur,2219,1,2022-12-19 08:19:55.979,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2220,"2219/2220/",Merchandise Vdr Peralatan Dapur,Internal Peralatan Dapur / Merchandise Vdr Peralatan Dapur,2219,1,2022-12-19 08:19:13.693,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3537,"3537/",Internal Peralatan Kantor,Internal Peralatan Kantor,,1,2022-12-19 08:19:44.188,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4047,"3537/4047/",Dump Peralatan Kantor,Internal Peralatan Kantor / Dump Peralatan Kantor,3537,1,2022-12-19 08:19:54.401,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3538,"3537/3538/",Merchandise Vdr Peralatan Kantor,Internal Peralatan Kantor / Merchandise Vdr Peralatan Kantor,3537,1,2022-12-19 08:19:44.188,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2066,"2066/",Internal Peripheral and Accesory,Internal Peripheral and Accesory,,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2067,"2066/2067/",Dump Peripheral and Accesory,Internal Peripheral and Accesory / Dump Peripheral and Accesory,2066,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2891,"2066/2891/",Merchandise Vdr Peripheral and Accessory,Internal Peripheral and Accesory / Merchandise Vdr Peripheral and Accessory,2066,1,2022-12-19 08:19:26.181,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
149,"149/",Internal Perkakas & Peralatan Lab,Internal Perkakas & Peralatan Lab,,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
150,"149/150/",Dump Perkakas & Peralatan Lab,Internal Perkakas & Peralatan Lab / Dump Perkakas & Peralatan Lab,149,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2073,"149/2073/",Merchandise Vdr Perkakas & Peralatan Lab,Internal Perkakas & Peralatan Lab / Merchandise Vdr Perkakas & Peralatan Lab,149,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3293,"3293/",Internal Power and Rack System,Internal Power and Rack System,,1,2022-12-19 08:19:33.426,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3539,"3293/3539/",Dump Power and Rack System,Internal Power and Rack System / Dump Power and Rack System,3293,1,2022-12-19 08:19:44.188,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3294,"3293/3294/",Merchandise Vdr Power and Rack System,Internal Power and Rack System / Merchandise Vdr Power and Rack System,3293,1,2022-12-19 08:19:33.426,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
903,"903/","Internal Printer, Scanner & Supplies","Internal Printer, Scanner & Supplies",,1,2022-12-19 08:18:52.771,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
904,"903/904/","Dump Printer, Scanner & Supplies","Internal Printer, Scanner & Supplies / Dump Printer, Scanner & Supplies",903,1,2022-12-19 08:18:52.771,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2048,"903/2048/","Merchandise Vdr Printer, Scanner & Supplies","Internal Printer, Scanner & Supplies / Merchandise Vdr Printer, Scanner & Supplies",903,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
239,"239/",Internal Printing and Digital Imaging,Internal Printing and Digital Imaging,,2,2022-12-19 08:18:27.993,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3628,"239/3628/",Dump Printing and Digital Imaging,Internal Printing and Digital Imaging / Dump Printing and Digital Imaging,239,1,2022-12-19 08:19:45.990,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
240,"239/240/",Merchandise Vdr Printing and Digital Imaging,Internal Printing and Digital Imaging / Merchandise Vdr Printing and Digital Imaging,239,2,2022-12-19 08:18:27.993,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1017,"1017/",Internal Server and Data Storage,Internal Server and Data Storage,,1,2022-12-19 08:18:54.520,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2138,"1017/2138/",Dump Server and Data Storage,Internal Server and Data Storage / Dump Server and Data Storage,1017,1,2022-12-19 08:19:13.693,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1018,"1017/1018/",Merchandise Vdr Server and Data Storage,Internal Server and Data Storage / Merchandise Vdr Server and Data Storage,1017,1,2022-12-19 08:18:54.520,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
768,"768/",Internal Tv and Home Audio Video,Internal Tv and Home Audio Video,,1,2022-12-19 08:18:43.219,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
769,"768/769/",Dump Tv and Home Audio Video,Internal Tv and Home Audio Video / Dump Tv and Home Audio Video,768,1,2022-12-19 08:18:43.219,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3273,"768/3273/",Merchandise Vdr Tv and Home Audio Video,Internal Tv and Home Audio Video / Merchandise Vdr Tv and Home Audio Video,768,1,2022-12-19 08:19:33.426,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
968,"968/",Ip Camera and Accessory,Ip Camera and Accessory,,1,2022-12-19 08:18:52.771,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3518,"968/3518/",IP Camera Recorder,Ip Camera and Accessory / IP Camera Recorder,968,1,2022-12-19 08:19:42.250,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3495,"968/3495/",Ip Camera,Ip Camera and Accessory / Ip Camera,968,1,2022-12-19 08:19:42.250,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
969,"968/969/",Ip Camera Accessory,Ip Camera and Accessory / Ip Camera Accessory,968,1,2022-12-19 08:18:52.771,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1774,"692/4513/1774/",Welding Machinery,Industrial Manufacturing and Processing Machinery and Accessories / Welding Machinery and Accessories / Welding Machinery,4513,1,2022-12-19 08:19:06.995,1,2024-03-18 07:15:41.944,,,,1350,1594,1346,1603,true
4377,"4365/4377/",DOWN PAYMENT Domestic,Digital / DOWN PAYMENT Domestic,4365,2,2023-05-26 14:57:06.481,1,2024-05-21 15:09:31.064,,,,1350,1541,1346,1603,false
2312,"2312/",Ip Phone and Accessory,Ip Phone and Accessory,,1,2022-12-19 08:19:16.621,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2313,"2312/2313/",Ip Phone,Ip Phone and Accessory / Ip Phone,2312,1,2022-12-19 08:19:16.621,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3982,"2312/3982/",Ip Phone Accessory,Ip Phone and Accessory / Ip Phone Accessory,2312,1,2022-12-19 08:19:52.894,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
246,"246/",Isi Ulang Telepon Seluler,Isi Ulang Telepon Seluler,,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4101,"246/4101/",Bolt,Isi Ulang Telepon Seluler / Bolt,246,1,2022-12-19 08:19:54.401,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
247,"246/247/",Indosat,Isi Ulang Telepon Seluler / Indosat,246,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
307,"246/307/",Smartfren,Isi Ulang Telepon Seluler / Smartfren,246,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3673,"246/3673/",Telkomsel,Isi Ulang Telepon Seluler / Telkomsel,246,1,2022-12-19 08:19:45.990,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
315,"246/315/",Tri,Isi Ulang Telepon Seluler / Tri,246,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2829,"246/2829/",XL,Isi Ulang Telepon Seluler / XL,246,1,2022-12-19 08:19:23.951,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2699,"1636/2699/",Bottle Jack,Jack / Bottle Jack,1636,1,2022-12-19 08:19:22.512,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3796,"1636/3796/",Floor Jack,Jack / Floor Jack,1636,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2556,"1636/2556/",High Lift Jack,Jack / High Lift Jack,1636,1,2022-12-19 08:19:19.684,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3295,"1636/3295/",Hydraulic Jack,Jack / Hydraulic Jack,1636,1,2022-12-19 08:19:33.426,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1637,"1636/1637/",Stand Jack,Jack / Stand Jack,1636,1,2022-12-19 08:19:05.236,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1865,"1865/",Jam,Jam,,1,2022-12-19 08:19:08.848,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4252,"1865/4252/",Jam Dinding,Jam / Jam Dinding,1865,1,2022-12-19 08:19:57.634,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1866,"1865/1866/",Jam Meja,Jam / Jam Meja,1865,1,2022-12-19 08:19:08.848,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2673,"2673/",Jam Tangan Pria,Jam Tangan Pria,,1,2022-12-19 08:19:22.512,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3897,"2673/3897/",Jam Tangan Pria Casual,Jam Tangan Pria / Jam Tangan Pria Casual,2673,1,2022-12-19 08:19:51.366,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2674,"2673/2674/",Jam Tangan Pria Fashion,Jam Tangan Pria / Jam Tangan Pria Fashion,2673,1,2022-12-19 08:19:22.512,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4311,"2673/4311/",Jam Tangan Pria Mewah,Jam Tangan Pria / Jam Tangan Pria Mewah,2673,1,2022-12-19 08:19:59.844,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2853,"2673/2853/",Jam Tangan Pria Sport,Jam Tangan Pria / Jam Tangan Pria Sport,2673,1,2022-12-19 08:19:26.181,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3269,"2673/3269/",Strap & Aksesori Jam Tangan,Jam Tangan Pria / Strap & Aksesori Jam Tangan,2673,1,2022-12-19 08:19:33.426,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2435,"2435/",Jam Tangan Wanita,Jam Tangan Wanita,,1,2022-12-19 08:19:18.136,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3904,"2435/3904/",Jam Tangan Wanita Casual,Jam Tangan Wanita / Jam Tangan Wanita Casual,2435,1,2022-12-19 08:19:51.366,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2753,"2435/2753/",Jam Tangan Wanita Fashion,Jam Tangan Wanita / Jam Tangan Wanita Fashion,2435,1,2022-12-19 08:19:23.951,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2436,"2435/2436/",Jam Tangan Wanita Mewah,Jam Tangan Wanita / Jam Tangan Wanita Mewah,2435,1,2022-12-19 08:19:18.136,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2790,"2435/2790/",Jam Tangan Wanita Sport,Jam Tangan Wanita / Jam Tangan Wanita Sport,2435,1,2022-12-19 08:19:23.951,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
270,"270/",Jangka Sorong,Jangka Sorong,,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
271,"270/271/",Jangka Sorong Dial,Jangka Sorong / Jangka Sorong Dial,270,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2574,"270/2574/",Jangka Sorong Digital,Jangka Sorong / Jangka Sorong Digital,270,1,2022-12-19 08:19:19.684,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3901,"270/3901/",Jangka Sorong Manual,Jangka Sorong / Jangka Sorong Manual,270,1,2022-12-19 08:19:51.366,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
488,"488/",Jus Buah & Sayuran,Jus Buah & Sayuran,,1,2022-12-19 08:18:32.639,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
489,"488/489/",Jus Buah Kemasan Literan,Jus Buah & Sayuran / Jus Buah Kemasan Literan,488,1,2022-12-19 08:18:32.639,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2159,"488/2159/",Jus Buah Kemasan Siap Minum,Jus Buah & Sayuran / Jus Buah Kemasan Siap Minum,488,1,2022-12-19 08:19:13.693,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3918,"488/3918/",Jus Sayuran Kemasan Siap Minum,Jus Buah & Sayuran / Jus Sayuran Kemasan Siap Minum,488,1,2022-12-19 08:19:51.366,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3922,"488/3922/",Minuman Serbuk Rasa Buah,Jus Buah & Sayuran / Minuman Serbuk Rasa Buah,488,1,2022-12-19 08:19:51.366,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
762,"762/",Kacamata & Alat Bantu Pendengaran,Kacamata & Alat Bantu Pendengaran,,1,2022-12-19 08:18:43.219,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
763,"762/763/",Alat Bantu Pendengaran,Kacamata & Alat Bantu Pendengaran / Alat Bantu Pendengaran,762,1,2022-12-19 08:18:43.219,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2931,"762/2931/",Kacamata Baca,Kacamata & Alat Bantu Pendengaran / Kacamata Baca,762,1,2022-12-19 08:19:27.542,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3861,"762/3861/",Kacamata Frame,Kacamata & Alat Bantu Pendengaran / Kacamata Frame,762,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
88,"88/",Kacamata Pria & Aksesorisnya,Kacamata Pria & Aksesorisnya,,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
481,"88/481/",Kacamata Hitam Pria,Kacamata Pria & Aksesorisnya / Kacamata Hitam Pria,88,1,2022-12-19 08:18:32.639,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3835,"88/3835/",Pembersih Kacamata Pria,Kacamata Pria & Aksesorisnya / Pembersih Kacamata Pria,88,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
89,"88/89/",Tempat Kacamata Pria,Kacamata Pria & Aksesorisnya / Tempat Kacamata Pria,88,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3376,"3376/",Kalkulator & Kamus Digital,Kalkulator & Kamus Digital,,1,2022-12-19 08:19:34.847,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3630,"3376/3630/",Aksesori Kalkulator,Kalkulator & Kamus Digital / Aksesori Kalkulator,3376,1,2022-12-19 08:19:45.990,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3517,"3376/3517/",Kalkulator Office / Pocket,Kalkulator & Kamus Digital / Kalkulator Office / Pocket,3376,1,2022-12-19 08:19:42.250,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3781,"3376/3781/",Kalkulator Printing,Kalkulator & Kamus Digital / Kalkulator Printing,3376,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3377,"3376/3377/",Kalkulator Scientific,Kalkulator & Kamus Digital / Kalkulator Scientific,3376,1,2022-12-19 08:19:34.847,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4207,"3376/4207/",Kamus Digital,Kalkulator & Kamus Digital / Kamus Digital,3376,1,2022-12-19 08:19:57.634,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1378,"1378/",Kaos Kaki Wanita,Kaos Kaki Wanita,,1,2022-12-19 08:19:00.014,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2348,"1378/2348/",Kaos Kaki Casual Wanita,Kaos Kaki Wanita / Kaos Kaki Casual Wanita,1378,1,2022-12-19 08:19:16.621,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2082,"1378/2082/",Kaos Kaki Formal Wanita,Kaos Kaki Wanita / Kaos Kaki Formal Wanita,1378,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1379,"1378/1379/",Kaos Kaki Olahraga Wanita,Kaos Kaki Wanita / Kaos Kaki Olahraga Wanita,1378,1,2022-12-19 08:19:00.014,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2971,"1378/2971/",Stocking & Tights Wanita,Kaos Kaki Wanita / Stocking & Tights Wanita,1378,1,2022-12-19 08:19:27.542,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
631,"631/",Kartu Perdana Seluler,Kartu Perdana Seluler,,1,2022-12-19 08:18:41.303,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4132,"631/4132/",Kartu Perdana Indosat,Kartu Perdana Seluler / Kartu Perdana Indosat,631,1,2022-12-19 08:19:55.979,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2614,"631/2614/",Kartu Perdana Lainnya,Kartu Perdana Seluler / Kartu Perdana Lainnya,631,1,2022-12-19 08:19:21.035,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3248,"631/3248/",Kartu Perdana Smartfren,Kartu Perdana Seluler / Kartu Perdana Smartfren,631,1,2022-12-19 08:19:31.894,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2453,"631/2453/",Kartu Perdana Telkomsel,Kartu Perdana Seluler / Kartu Perdana Telkomsel,631,1,2022-12-19 08:19:18.136,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2056,"631/2056/",Kartu Perdana Tri,Kartu Perdana Seluler / Kartu Perdana Tri,631,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
632,"631/632/",Kartu Perdana XL,Kartu Perdana Seluler / Kartu Perdana XL,631,1,2022-12-19 08:18:41.303,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
92,"92/",Katrol,Katrol,,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
93,"92/93/",Katrol Elektrik,Katrol / Katrol Elektrik,92,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
289,"92/289/",Katrol Manual,Katrol / Katrol Manual,92,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3100,"92/3100/",Katrol Udara,Katrol / Katrol Udara,92,1,2022-12-19 08:19:30.485,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
387,"387/",Kebutuhan Berkebun,Kebutuhan Berkebun,,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
388,"387/388/",Bibit / Benih,Kebutuhan Berkebun / Bibit / Benih,387,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
707,"387/388/707/",Bibit / Benih Buah Buahan,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Buah Buahan,388,1,2022-12-19 08:18:41.303,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
657,"387/388/657/",Bibit / Benih Sayuran,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Sayuran,388,1,2022-12-19 08:18:41.303,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3659,"387/388/3659/",Bibit / Benih Tanaman Herba,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Tanaman Herba,388,1,2022-12-19 08:19:45.990,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1179,"387/388/1179/",Bibit / Benih Tanaman Hias,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Tanaman Hias,388,1,2022-12-19 08:18:56.933,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3413,"387/3413/",Pupuk,Kebutuhan Berkebun / Pupuk,387,1,2022-12-19 08:19:34.847,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
363,"363/",Kebutuhan Cuci & Setrika Baju,Kebutuhan Cuci & Setrika Baju,,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3805,"363/3805/",Detergen,Kebutuhan Cuci & Setrika Baju / Detergen,363,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
364,"363/364/",Pelicin Pakaian,Kebutuhan Cuci & Setrika Baju / Pelicin Pakaian,363,1,2022-12-19 08:18:29.973,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
462,"363/462/",Pengharum Pakaian,Kebutuhan Cuci & Setrika Baju / Pengharum Pakaian,363,1,2022-12-19 08:18:32.639,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2128,"2128/",Kebutuhan Cuci Piring,Kebutuhan Cuci Piring,,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2129,"2128/2129/",Sabun Cuci Piring,Kebutuhan Cuci Piring / Sabun Cuci Piring,2128,1,2022-12-19 08:19:12.077,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
129,"129/",Kebutuhan Hewan Peliharaan,Kebutuhan Hewan Peliharaan,,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1290,"129/1290/",Hewan Kecil Lainnya,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya,129,1,2022-12-19 08:19:00.014,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3096,"129/1290/3096/",Aksesoris Hewan Kecil Lainnya,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Aksesoris Hewan Kecil Lainnya,1290,1,2022-12-19 08:19:30.485,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
2917,"129/1290/2917/",Kandang Hewan Kecil,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Kandang Hewan Kecil,1290,1,2022-12-19 08:19:26.181,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1754,"129/1290/1754/",Makanan Hewan Kecil,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Makanan Hewan Kecil,1290,1,2022-12-19 08:19:06.995,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3093,"129/1290/3093/",Perawatan Hewan Kecil Lainnya,Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Perawatan Hewan Kecil Lainnya,1290,1,2022-12-19 08:19:30.485,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
1655,"129/1290/1655/","Suplemen, Vitamin & Obat Hewan Kecil Lainnya","Kebutuhan Hewan Peliharaan / Hewan Kecil Lainnya / Suplemen, Vitamin & Obat Hewan Kecil Lainnya",1290,1,2022-12-19 08:19:05.236,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
130,"129/130/",Ikan & Hewan Air,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air,129,1,2022-12-19 08:18:23.940,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3839,"129/130/3839/",Aksesoris Akuarium,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Aksesoris Akuarium,130,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
4273,"129/130/4273/",Akuarium & Wadah Ikan,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Akuarium & Wadah Ikan,130,1,2022-12-19 08:19:57.634,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3800,"129/130/3800/",Makanan Ikan & Hewan Air,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Makanan Ikan & Hewan Air,130,1,2022-12-19 08:19:49.818,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
3477,"129/130/3477/",Perawatan Ikan,Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Perawatan Ikan,130,1,2022-12-19 08:19:42.250,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
724,"129/130/724/","Suplemen, Vitamin & Obat Ikan","Kebutuhan Hewan Peliharaan / Ikan & Hewan Air / Suplemen, Vitamin & Obat Ikan",130,1,2022-12-19 08:18:43.219,170,2023-11-30 14:15:05.016,,,,1350,1594,1346,1603,true
